4.072672216431268311e+01 -7.394348504737875771e+01
4.073049097782435979e+01 -7.400138673611685647e+01
4.076757698363096694e+01 -7.395871381795731736e+01
4.070449934672771519e+01 -7.383760324590745938e+01
4.072074420811919993e+01 -7.398633051884623058e+01
4.086049656037861411e+01 -7.389006633014699332e+01
4.083297737352523171e+01 -7.388012652354217380e+01
4.084887131193729459e+01 -7.388340702785204428e+01
4.073675247495043550e+01 -7.385054651625559075e+01
4.071256492586017117e+01 -7.378219513858689993e+01
4.063794489124479270e+01 -7.395775779462174171e+01
4.072314684471702861e+01 -7.398446274941507284e+01
4.087905593561151107e+01 -7.390980024027732043e+01
4.077183804645264331e+01 -7.392188235077477998e+01
4.065462759266522141e+01 -7.391224884388049077e+01
4.079312559601920896e+01 -7.397036800093884779e+01
4.077281965332529268e+01 -7.383479298046317751e+01
4.084731859896449890e+01 -7.384453038992238305e+01
4.074583010765343971e+01 -7.399517552367174744e+01
4.070305331452093611e+01 -7.395908273542526956e+01
4.074943873204136224e+01 -7.398880257553322792e+01
4.060057109492148442e+01 -7.399086058801964327e+01
4.070867027262638516e+01 -7.384600640201257704e+01
4.070451510135007567e+01 -7.380419924207608062e+01
4.064578673907188033e+01 -7.389284624172799454e+01
4.085856582648772672e+01 -7.383097334054116345e+01
4.067986029866874986e+01 -7.400122163844548595e+01
4.081149578978257608e+01 -7.392608276012460067e+01
4.071233018801332548e+01 -7.386080424506822339e+01
4.076001188126667074e+01 -7.387683400063069428e+01
4.071238998476483317e+01 -7.385879347917683901e+01
4.076041513047017872e+01 -7.383854709800100125e+01
4.071469279160515953e+01 -7.400711760358895219e+01
4.081997215527114520e+01 -7.390742759731011802e+01
4.075108012955234926e+01 -7.399629837660236831e+01
4.068902155642140883e+01 -7.378654266394379135e+01
4.066963885992777961e+01 -7.373724073832957515e+01
4.056550056855778763e+01 -7.412919986054258459e+01
4.063706418149205746e+01 -7.399875061475081850e+01
4.060091260997852203e+01 -7.398872211827256251e+01
4.075156963959913980e+01 -7.389485330826627774e+01
4.067871899181839979e+01 -7.374993602688500971e+01
4.070719380613056870e+01 -7.396756998227667168e+01
4.083702850346241320e+01 -7.387289579899952230e+01
4.074494587480861441e+01 -7.399236301694253370e+01
4.064068624075695624e+01 -7.400062446978752462e+01
4.088006993223009289e+01 -7.384388042500947336e+01
4.068378393074940647e+01 -7.399539041149184015e+01
4.072709606023901330e+01 -7.389583008176198575e+01
4.072487057079141692e+01 -7.376263940320934864e+01
4.075574395260129990e+01 -7.399329628459304331e+01
4.072086930080578782e+01 -7.379943997460384253e+01
4.065831831635473748e+01 -7.391741122380699380e+01
4.070587276249192143e+01 -7.389220276437681889e+01
4.071975048417517939e+01 -7.399401610077822511e+01
4.067179192291970224e+01 -7.373391917514797456e+01
4.059720265529499272e+01 -7.398366998442310205e+01
4.070104608849366912e+01 -7.390968811745753442e+01
4.061202207291775323e+01 -7.400405536487888014e+01
4.086912057481291072e+01 -7.389554905761190184e+01
4.061438968469109057e+01 -7.412518629216299360e+01
4.067662475913483888e+01 -7.392904935838191705e+01
4.075678960668545159e+01 -7.398342293185818619e+01
4.075551032997953627e+01 -7.382983312810338816e+01
4.061732588598931670e+01 -7.392492087023705949e+01
4.069747121055084449e+01 -7.383057787020885598e+01
4.075288792512112934e+01 -7.387193543705529919e+01
4.077101294168804202e+01 -7.392491031960111059e+01
4.060610439442042718e+01 -7.401651312997159948e+01
4.083371816678682364e+01 -7.387098622338038467e+01
4.079482646133883605e+01 -7.393317705667479345e+01
4.071825161051505404e+01 -7.399543384627470743e+01
4.068441687040361643e+01 -7.391821475228194060e+01
4.066993238681057932e+01 -7.392215882610163646e+01
4.062730409383200225e+01 -7.397808330520349784e+01
4.075369664902404310e+01 -7.382737062521535165e+01
4.069628825233280622e+01 -7.389941224356716987e+01
4.069800429224412852e+01 -7.395007939586737677e+01
4.086874550935065997e+01 -7.389802872746460594e+01
4.074969487872863283e+01 -7.388777778666191409e+01
4.067538522752928287e+01 -7.387546150527725786e+01
4.057521174570894829e+01 -7.399778539112639919e+01
4.066146106699497409e+01 -7.398738590421658046e+01
4.084620858199846083e+01 -7.384558533475451725e+01
4.074306466079507771e+01 -7.399303232729724300e+01
4.076029928938817903e+01 -7.396726979338788510e+01
4.064380704387947674e+01 -7.395267170594061668e+01
4.069489456490701684e+01 -7.395285494882422483e+01
4.085678531281755710e+01 -7.389371862637995036e+01
4.073517444577567659e+01 -7.387088828008667463e+01
4.065491524586958860e+01 -7.392619695245780065e+01
4.076126226415163245e+01 -7.396341158637972057e+01
4.065267049614621442e+01 -7.395651491886459894e+01
4.073385249951950016e+01 -7.397462469233713023e+01
4.084193798608409764e+01 -7.388724361417810371e+01
4.075831641980104791e+01 -7.396466738124352958e+01
4.059663089274632597e+01 -7.374662271766476351e+01
4.067137779594059310e+01 -7.390009904201622248e+01
4.075665566067567624e+01 -7.383341516992156528e+01
4.067019061394414337e+01 -7.393275404269701312e+01
4.083015860440288236e+01 -7.392797944999807669e+01
4.066608345453019524e+01 -7.376844493048132279e+01
4.061019244170108067e+01 -7.396757796706518207e+01
4.070036187466734390e+01 -7.394776397313368932e+01
4.078227063031564370e+01 -7.394293898062105086e+01
4.076012168626955656e+01 -7.399057107321874582e+01
4.064409271943295465e+01 -7.390050034082911168e+01
4.071722504246930896e+01 -7.399231884786568969e+01
